no,timestamp,type,times,amount
185,2019-01-26 09:47:00,RB,31,85
185,2019-01-26 10:13:37,RB,219,110
185,2019-01-26 10:17:05,BB,1,236
185,2019-01-26 10:23:21,BB,1,196
185,2019-01-26 10:30:52,RB,22,78
185,2019-01-26 10:33:43,BB,3,187
185,2019-01-26 10:39:14,BB,4,227
185,2019-01-26 10:44:54,BB,1,214
185,2019-01-26 11:11:28,RB,278,100
185,2019-01-26 11:32:13,BB,230,227
185,2019-01-26 11:51:34,RB,99,87
185,2019-01-26 11:54:25,BB,8,211
185,2019-01-26 12:00:08,BB,7,191
185,2019-01-26 12:07:21,BB,6,210
185,2019-01-26 12:13:28,BB,7,207
185,2019-01-26 12:19:04,BB,1,193
185,2019-01-26 12:25:17,RB,9,79
185,2019-01-26 12:28:42,RB,18,98
185,2019-01-26 12:31:18,BB,2,217
185,2019-01-26 12:40:26,BB,53,209
185,2019-01-26 12:47:39,RB,11,85
185,2019-01-26 12:50:06,BB,5,211
185,2019-01-26 12:56:40,RB,9,93
185,2019-01-26 13:11:54,RB,127,104
185,2019-01-26 13:21:11,BB,85,217
185,2019-01-26 13:44:26,BB,93,205
185,2019-01-26 13:51:00,BB,2,202
185,2019-01-26 13:56:13,BB,2,221
185,2019-01-26 14:02:26,BB,15,205
185,2019-01-26 14:11:36,BB,19,235
185,2019-01-26 14:16:52,BB,3,210
185,2019-01-26 14:24:14,RB,32,107
185,2019-01-26 14:27:20,BB,4,214
185,2019-01-26 14:32:48,RB,6,90
185,2019-01-26 14:35:28,BB,6,213
185,2019-01-26 14:40:40,BB,1,221
185,2019-01-26 14:46:47,RB,4,102
185,2019-01-26 14:49:51,BB,2,202
185,2019-01-26 15:11:33,BB,217,186
185,2019-01-26 17:35:50,BB,527,199
185,2019-01-26 17:40:57,BB,1,202
185,2019-01-26 17:46:31,RB,8,96
185,2019-01-26 17:49:43,BB,10,184
185,2019-01-26 17:55:56,BB,10,211
185,2019-01-26 18:04:13,BB,23,210
185,2019-01-26 18:11:37,BB,18,213
185,2019-01-26 18:17:53,BB,6,199
185,2019-01-26 18:24:21,RB,3,97
185,2019-01-26 18:40:27,BB,170,191
185,2019-01-26 18:45:54,BB,1,221
185,2019-01-26 18:51:16,BB,2,215
185,2019-01-26 18:58:26,BB,1,203
185,2019-01-26 19:05:51,BB,11,219
185,2019-01-26 19:34:04,BB,269,202
185,2019-01-26 19:39:14,BB,1,189
185,2019-01-26 19:48:15,BB,54,219
185,2019-01-26 20:17:47,BB,165,224
185,2019-01-26 21:21:16,BB,352,235
185,2019-01-26 21:28:05,BB,1,219
185,2019-01-26 21:33:15,BB,4,223
186,2019-01-26 11:58:35,RB,93,87
186,2019-01-26 12:52:12,BB,611,208
186,2019-01-26 12:57:55,BB,8,204
186,2019-01-26 13:07:23,BB,48,212
186,2019-01-26 13:31:27,BB,223,204
186,2019-01-26 13:37:55,RB,16,85
186,2019-01-26 14:08:14,BB,302,206
186,2019-01-26 14:13:51,BB,1,215
186,2019-01-26 14:19:19,BB,4,198
186,2019-01-26 14:27:20,BB,1,178
186,2019-01-26 14:32:51,BB,5,234
186,2019-01-26 14:38:19,RB,2,98
186,2019-01-26 14:41:28,BB,7,209
186,2019-01-26 14:47:41,BB,1,210
186,2019-01-26 14:53:12,BB,2,203
187,2019-01-26 09:30:52,BB,10,234
187,2019-01-26 09:37:08,RB,17,71
187,2019-01-26 09:39:44,RB,6,97
187,2019-01-26 09:43:24,BB,1,209
187,2019-01-26 09:48:58,BB,1,215
187,2019-01-26 10:08:06,RB,182,80
187,2019-01-26 10:19:20,RB,117,106
187,2019-01-26 10:32:49,BB,143,227
187,2019-01-26 10:38:47,BB,11,213
187,2019-01-26 10:44:48,RB,8,114
187,2019-01-26 12:51:57,RB,599,91
187,2019-01-26 12:57:19,BB,42,205
187,2019-01-26 13:59:37,RB,419,83
187,2019-01-26 14:02:08,BB,5,224
187,2019-01-26 14:07:26,RB,0,83
187,2019-01-26 14:11:09,BB,22,196
187,2019-01-26 15:01:49,BB,295,219
187,2019-01-26 15:20:01,RB,154,94
187,2019-01-26 18:12:52,RB,781,79
188,2019-01-26 12:47:03,RB,296,71
188,2019-01-26 15:01:01,RB,449,110
188,2019-01-26 15:32:12,BB,405,223
188,2019-01-26 15:37:42,BB,6,203
188,2019-01-26 15:43:10,BB,1,199
188,2019-01-26 15:48:35,RB,5,102
188,2019-01-26 15:51:15,BB,8,225
188,2019-01-26 15:57:35,BB,3,219
188,2019-01-26 18:48:31,BB,656,221
188,2019-01-26 18:56:26,BB,24,216
188,2019-01-26 19:07:40,BB,77,220
188,2019-01-26 19:13:16,BB,8,209
188,2019-01-26 19:22:54,BB,32,227
188,2019-01-26 19:29:19,BB,14,211
188,2019-01-26 19:34:22,BB,1,207
188,2019-01-26 19:49:55,RB,127,86
188,2019-01-26 19:53:07,RB,15,78
188,2019-01-26 19:58:02,BB,32,203
188,2019-01-26 20:03:27,BB,1,204
188,2019-01-26 20:10:43,BB,31,211
188,2019-01-26 20:16:44,BB,7,187
188,2019-01-26 20:24:57,BB,7,226
188,2019-01-26 20:30:24,RB,4,97
188,2019-01-26 20:32:45,BB,1,224
188,2019-01-26 20:40:13,RB,33,91
188,2019-01-26 20:44:41,RB,1,85
188,2019-01-26 21:23:32,BB,139,214
189,2019-01-26 11:04:18,RB,122,96
189,2019-01-26 11:10:34,BB,60,183
189,2019-01-26 12:16:37,BB,510,207
189,2019-01-26 12:21:53,RB,4,80
189,2019-01-26 12:25:26,RB,20,98
189,2019-01-26 12:27:45,BB,4,201
189,2019-01-26 12:34:49,RB,30,90
189,2019-01-26 12:41:05,BB,60,225
189,2019-01-26 12:47:51,BB,27,210
189,2019-01-26 12:58:04,BB,77,211
189,2019-01-26 14:30:24,BB,228,200
189,2019-01-26 14:38:58,RB,7,104
189,2019-01-26 14:41:16,RB,1,77
189,2019-01-26 14:50:00,RB,68,97
189,2019-01-26 14:52:27,BB,2,218
189,2019-01-26 14:58:07,BB,1,211
189,2019-01-26 15:04:08,BB,9,185
189,2019-01-26 15:09:29,BB,0,206
189,2019-01-26 15:14:51,BB,1,192
189,2019-01-26 15:20:19,BB,2,201
189,2019-01-26 15:27:08,BB,20,240
189,2019-01-26 15:32:42,BB,3,232
189,2019-01-26 15:39:07,BB,12,216
189,2019-01-26 15:45:50,BB,16,211
189,2019-01-26 15:56:40,BB,46,208
189,2019-01-26 16:17:57,BB,172,214
189,2019-01-26 16:26:16,BB,27,222
189,2019-01-26 16:40:15,RB,100,63
189,2019-01-26 16:51:14,BB,96,204
189,2019-01-26 16:58:45,BB,29,210
189,2019-01-26 17:04:01,BB,1,212
189,2019-01-26 17:13:02,RB,45,70
189,2019-01-26 20:01:18,BB,521,225
189,2019-01-26 20:06:36,BB,1,198
189,2019-01-26 20:17:53,RB,86,102
189,2019-01-26 20:20:35,BB,9,203
189,2019-01-26 20:25:46,BB,1,208
189,2019-01-26 20:34:31,RB,11,84
189,2019-01-26 20:36:46,BB,1,212
189,2019-01-26 20:41:59,BB,1,205
189,2019-01-26 20:49:03,BB,29,228
189,2019-01-26 20:54:12,BB,1,223
189,2019-01-26 20:59:28,BB,2,214
189,2019-01-26 21:04:47,BB,4,205
189,2019-01-26 21:10:39,BB,13,229
189,2019-01-26 21:15:49,BB,0,215
189,2019-01-26 21:21:10,RB,3,96
189,2019-01-26 21:23:44,BB,5,219
189,2019-01-26 21:28:50,BB,1,214
189,2019-01-26 21:34:18,BB,6,193
189,2019-01-26 21:41:01,BB,3,219
189,2019-01-26 21:46:17,BB,3,225
189,2019-01-26 21:51:42,BB,4,221
189,2019-01-26 21:57:04,BB,6,204
189,2019-01-26 22:33:24,RB,129,97
190,2019-01-26 09:09:16,BB,23,209
190,2019-01-26 09:14:37,BB,5,208
190,2019-01-26 09:19:38,BB,0,195
190,2019-01-26 09:24:57,BB,5,214
190,2019-01-26 09:30:04,BB,1,199
190,2019-01-26 09:35:41,BB,8,184
190,2019-01-26 09:41:02,BB,5,197
190,2019-01-26 09:46:27,BB,6,231
190,2019-01-26 09:52:34,BB,9,219
190,2019-01-26 09:57:41,RB,3,91
190,2019-01-26 09:59:50,RB,1,84
190,2019-01-26 10:02:03,BB,0,217
190,2019-01-26 10:14:16,BB,107,219
190,2019-01-26 12:57:43,RB,442,60
190,2019-01-26 13:00:41,RB,14,97
190,2019-01-26 13:03:17,BB,6,205
190,2019-01-26 13:08:27,BB,1,199
190,2019-01-26 13:14:31,BB,13,180
190,2019-01-26 13:20:25,BB,12,224
190,2019-01-26 13:33:39,BB,107,206
190,2019-01-26 14:11:54,RB,437,92
190,2019-01-26 14:18:40,RB,63,92
190,2019-01-26 14:46:59,BB,292,205
190,2019-01-26 14:54:24,BB,2,247
190,2019-01-26 15:00:16,BB,6,226
190,2019-01-26 15:06:20,BB,10,171
190,2019-01-26 15:11:54,BB,4,231
190,2019-01-26 15:17:19,BB,1,203
190,2019-01-26 15:22:52,BB,4,231
