no,timestamp,type,times,amount
185,2019-01-23 09:29:48,RB,132,114
185,2019-01-23 09:32:37,BB,8,199
185,2019-01-23 09:37:59,BB,0,209
185,2019-01-23 09:43:14,BB,1,196
185,2019-01-23 09:59:25,BB,86,183
185,2019-01-23 10:12:54,RB,95,89
185,2019-01-23 15:14:13,BB,584,236
185,2019-01-23 15:33:27,RB,158,88
185,2019-01-23 16:51:10,BB,738,198
185,2019-01-23 16:56:38,BB,4,237
185,2019-01-23 17:02:00,RB,4,99
185,2019-01-23 17:09:25,BB,61,196
185,2019-01-23 18:01:05,BB,530,201
185,2019-01-23 18:07:33,BB,13,222
185,2019-01-23 18:13:15,BB,3,224
185,2019-01-23 18:18:58,BB,8,210
185,2019-01-23 18:24:23,BB,1,231
185,2019-01-23 19:12:16,BB,486,204
185,2019-01-23 19:18:06,BB,8,209
185,2019-01-23 19:23:16,BB,1,202
185,2019-01-23 19:29:11,BB,1,203
185,2019-01-23 19:34:23,BB,1,194
185,2019-01-23 19:39:45,BB,1,214
185,2019-01-23 20:02:36,RB,202,94
185,2019-01-23 20:05:13,BB,4,198
185,2019-01-23 20:10:28,BB,1,182
185,2019-01-23 20:15:59,BB,1,190
185,2019-01-23 20:22:24,RB,16,82
185,2019-01-23 20:25:06,RB,7,91
185,2019-01-23 20:27:25,BB,1,224
185,2019-01-23 20:48:04,RB,171,118
185,2019-01-23 21:18:44,RB,308,108
185,2019-01-23 21:22:21,BB,16,245
185,2019-01-23 21:27:58,BB,5,176
185,2019-01-23 21:40:57,RB,94,104
185,2019-01-23 22:42:20,RB,701,76
186,2019-01-23 10:07:41,RB,690,87
186,2019-01-23 10:10:03,BB,1,216
186,2019-01-23 10:15:42,BB,1,208
186,2019-01-23 10:21:59,BB,13,233
186,2019-01-23 11:31:26,BB,457,205
186,2019-01-23 11:38:09,RB,13,89
186,2019-01-23 11:41:18,RB,10,90
186,2019-01-23 11:44:09,BB,4,200
186,2019-01-23 11:53:02,RB,5,102
186,2019-01-23 11:56:20,RB,8,99
186,2019-01-23 12:01:03,RB,30,88
186,2019-01-23 12:25:48,RB,231,79
186,2019-01-23 13:50:25,BB,822,232
186,2019-01-23 13:58:08,BB,24,193
186,2019-01-23 14:10:34,BB,9,226
186,2019-01-23 14:17:47,RB,14,106
186,2019-01-23 14:20:42,BB,4,199
186,2019-01-23 14:26:45,BB,1,224
186,2019-01-23 14:33:56,RB,2,89
186,2019-01-23 14:37:23,RB,12,105
186,2019-01-23 14:41:15,BB,19,203
186,2019-01-23 14:47:15,BB,2,206
186,2019-01-23 15:41:01,RB,462,92
186,2019-01-23 15:45:29,BB,26,217
186,2019-01-23 15:59:18,BB,73,226
186,2019-01-23 16:06:10,BB,8,212
186,2019-01-23 16:12:32,BB,1,206
186,2019-01-23 16:19:06,BB,10,209
186,2019-01-23 16:25:48,BB,1,193
186,2019-01-23 16:34:22,BB,9,197
186,2019-01-23 16:46:15,BB,52,177
186,2019-01-23 17:00:35,BB,92,207
186,2019-01-23 17:45:57,RB,358,102
186,2019-01-23 17:48:33,RB,1,94
186,2019-01-23 17:51:21,RB,1,88
186,2019-01-23 17:54:46,BB,1,193
186,2019-01-23 18:09:18,RB,9,99
186,2019-01-23 18:14:34,BB,7,225
186,2019-01-23 18:21:04,BB,3,188
186,2019-01-23 18:28:17,BB,1,229
186,2019-01-23 18:49:17,RB,135,84
186,2019-01-23 18:57:16,BB,48,255
186,2019-01-23 19:57:48,RB,469,88
186,2019-01-23 20:00:21,BB,1,231
186,2019-01-23 20:06:49,BB,1,197
186,2019-01-23 20:12:56,BB,1,221
186,2019-01-23 20:19:30,BB,11,212
186,2019-01-23 20:25:45,BB,2,210
186,2019-01-23 20:31:46,BB,3,207
186,2019-01-23 20:37:35,BB,1,251
186,2019-01-23 20:48:07,RB,50,113
186,2019-01-23 21:09:43,BB,205,209
187,2019-01-23 09:11:43,RB,13,106
187,2019-01-23 09:49:30,BB,339,225
187,2019-01-23 09:57:58,BB,1,226
187,2019-01-23 11:00:07,RB,465,85
187,2019-01-23 11:04:04,RB,24,94
187,2019-01-23 13:23:27,BB,494,225
