no,timestamp,type,times,amount
145,2019-01-20 09:53:31,RB,350,88
145,2019-01-20 10:14:56,BB,184,198
145,2019-01-20 10:25:45,BB,1,210
145,2019-01-20 10:32:52,BB,1,206
145,2019-01-20 10:40:21,RB,2,99
145,2019-01-20 10:43:36,RB,4,99
145,2019-01-20 10:59:43,RB,122,89
145,2019-01-20 11:41:40,RB,309,107
145,2019-01-20 11:46:14,RB,19,101
145,2019-01-20 11:49:56,BB,3,217
145,2019-01-20 12:01:01,BB,15,207
145,2019-01-20 12:09:59,BB,20,209
145,2019-01-20 12:23:13,BB,62,191
145,2019-01-20 12:56:29,BB,204,222
145,2019-01-20 13:02:51,BB,6,222
145,2019-01-20 13:19:20,RB,6,65
145,2019-01-20 13:23:27,RB,15,77
145,2019-01-20 13:28:49,BB,20,225
145,2019-01-20 13:37:10,BB,10,197
145,2019-01-20 13:59:53,RB,151,89
145,2019-01-20 14:03:12,BB,5,215
145,2019-01-20 14:09:04,BB,1,240
145,2019-01-20 14:50:06,RB,247,93
145,2019-01-20 14:53:16,BB,8,231
145,2019-01-20 15:00:29,RB,10,103
145,2019-01-20 15:03:59,BB,7,212
145,2019-01-20 15:19:11,BB,63,229
145,2019-01-20 15:59:21,BB,253,227
145,2019-01-20 16:28:55,BB,319,205
145,2019-01-20 16:39:24,BB,62,249
145,2019-01-20 16:45:28,BB,8,201
145,2019-01-20 16:51:16,RB,6,95
145,2019-01-20 17:07:31,RB,125,89
145,2019-01-20 18:33:58,BB,825,214
145,2019-01-20 18:40:08,RB,16,89
145,2019-01-20 18:43:27,BB,8,212
145,2019-01-20 18:49:21,BB,1,215
145,2019-01-20 19:05:05,RB,88,94
145,2019-01-20 19:07:38,BB,1,192
145,2019-01-20 19:17:31,BB,38,191
146,2019-01-20 10:21:48,BB,487,185
146,2019-01-20 10:33:37,RB,50,90
146,2019-01-20 11:28:23,RB,470,111
146,2019-01-20 11:47:59,RB,140,55
146,2019-01-20 12:03:49,BB,130,231
146,2019-01-20 12:11:00,BB,22,213
146,2019-01-20 12:17:30,BB,1,214
146,2019-01-20 12:40:37,BB,140,221
146,2019-01-20 13:58:53,RB,644,103
146,2019-01-20 14:01:15,BB,1,219
146,2019-01-20 14:07:06,BB,4,230
146,2019-01-20 14:13:06,RB,2,72
146,2019-01-20 14:18:11,BB,1,213
146,2019-01-20 14:37:31,RB,161,91
146,2019-01-20 14:54:58,RB,181,86
146,2019-01-20 14:58:01,RB,7,99
146,2019-01-20 15:00:35,BB,5,189
146,2019-01-20 15:06:15,BB,0,208
146,2019-01-20 15:12:36,BB,11,225
146,2019-01-20 15:18:43,RB,5,81
146,2019-01-20 15:21:50,BB,8,188
146,2019-01-20 15:30:25,RB,2,101
146,2019-01-20 15:33:09,RB,2,79
146,2019-01-20 15:57:36,RB,254,84
146,2019-01-20 16:03:33,BB,53,210
146,2019-01-20 16:30:16,RB,277,84
146,2019-01-20 16:38:36,BB,84,206
146,2019-01-20 17:02:03,BB,250,201
146,2019-01-20 17:14:11,BB,100,211
146,2019-01-20 17:21:03,BB,1,211
