no,timestamp,type,times,amount
185,2019-01-31 09:21:51,BB,53,206
185,2019-01-31 09:32:52,RB,76,96
185,2019-01-31 09:35:08,BB,1,236
185,2019-01-31 09:43:30,BB,37,199
185,2019-01-31 09:49:13,RB,9,100
185,2019-01-31 09:51:40,BB,1,213
185,2019-01-31 09:58:17,BB,13,226
185,2019-01-31 10:17:23,BB,154,220
185,2019-01-31 10:28:30,BB,1,211
185,2019-01-31 10:34:49,BB,12,207
185,2019-01-31 10:50:19,RB,114,80
185,2019-01-31 10:53:46,RB,19,90
185,2019-01-31 14:32:50,RB,531,84
185,2019-01-31 14:41:36,RB,90,79
185,2019-01-31 17:27:03,BB,579,202
185,2019-01-31 18:19:02,BB,237,195
185,2019-01-31 18:32:01,BB,80,216
185,2019-01-31 18:37:33,BB,1,198
185,2019-01-31 19:48:40,BB,241,200
185,2019-01-31 19:55:53,RB,19,93
186,2019-01-31 13:11:43,BB,544,204
186,2019-01-31 13:27:22,RB,143,81
186,2019-01-31 13:30:04,BB,9,191
186,2019-01-31 15:04:18,BB,375,177
186,2019-01-31 15:11:22,RB,21,86
186,2019-01-31 15:14:59,BB,15,220
186,2019-01-31 15:21:00,BB,1,202
187,2019-01-31 12:51:26,BB,111,210
187,2019-01-31 12:56:27,BB,1,235
187,2019-01-31 13:01:56,BB,7,214
187,2019-01-31 14:02:06,BB,5,222
187,2019-01-31 14:07:55,RB,3,110
187,2019-01-31 14:15:14,BB,68,179
187,2019-01-31 14:30:55,BB,144,221
187,2019-01-31 16:50:58,BB,392,236
187,2019-01-31 16:59:35,BB,22,230
187,2019-01-31 17:06:15,RB,8,89
187,2019-01-31 17:10:22,RB,13,92
187,2019-01-31 17:18:02,RB,42,87
187,2019-01-31 17:30:22,BB,101,217
187,2019-01-31 17:59:53,BB,233,240
187,2019-01-31 18:17:37,BB,133,222
187,2019-01-31 18:31:49,RB,96,99
187,2019-01-31 18:34:28,RB,4,102
187,2019-01-31 18:37:30,BB,10,223
187,2019-01-31 18:43:32,RB,9,91
187,2019-01-31 18:46:26,BB,3,207
187,2019-01-31 19:07:28,RB,124,98
187,2019-01-31 19:23:39,RB,142,87
187,2019-01-31 19:27:25,BB,17,207
187,2019-01-31 20:06:06,RB,340,91
188,2019-01-31 09:13:07,RB,16,102
188,2019-01-31 14:08:40,BB,444,207
188,2019-01-31 15:03:00,RB,300,98
188,2019-01-31 15:05:48,BB,9,192
188,2019-01-31 15:12:46,BB,1,229
188,2019-01-31 15:18:44,BB,14,210
188,2019-01-31 15:26:09,RB,34,96
188,2019-01-31 20:46:22,RB,402,87
188,2019-01-31 20:56:13,BB,96,223
188,2019-01-31 21:01:35,BB,4,218
189,2019-01-31 12:42:46,BB,326,220
189,2019-01-31 12:49:04,BB,8,221
189,2019-01-31 12:55:17,BB,3,182
189,2019-01-31 13:00:58,BB,1,194
189,2019-01-31 13:06:58,BB,7,239
189,2019-01-31 13:13:05,BB,8,219
189,2019-01-31 13:19:05,BB,4,196
189,2019-01-31 13:24:57,RB,2,102
189,2019-01-31 13:28:16,BB,13,214
189,2019-01-31 17:11:43,RB,366,91
189,2019-01-31 17:14:22,RB,2,91
189,2019-01-31 17:18:32,RB,21,94
189,2019-01-31 17:21:23,BB,7,225
189,2019-01-31 17:30:04,BB,30,216
189,2019-01-31 17:36:02,BB,2,201
189,2019-01-31 17:42:30,BB,12,242
189,2019-01-31 19:12:17,RB,138,105
189,2019-01-31 19:14:38,BB,1,215
189,2019-01-31 19:20:30,BB,10,228
189,2019-01-31 19:25:37,BB,1,196
189,2019-01-31 19:30:43,BB,1,217
189,2019-01-31 19:35:59,BB,3,229
189,2019-01-31 19:41:48,RB,9,97
189,2019-01-31 19:44:06,RB,2,98
189,2019-01-31 19:46:22,BB,1,221
189,2019-01-31 19:52:28,BB,11,205
189,2019-01-31 19:57:35,BB,1,212
189,2019-01-31 20:02:42,BB,1,224
189,2019-01-31 20:08:46,BB,10,165
189,2019-01-31 20:14:29,BB,9,191
189,2019-01-31 20:20:14,RB,9,84
189,2019-01-31 20:22:36,BB,2,220
189,2019-01-31 20:35:32,BB,82,207
189,2019-01-31 20:41:07,BB,6,219
189,2019-01-31 20:46:40,BB,6,222
189,2019-01-31 20:52:06,BB,4,214
189,2019-01-31 20:57:25,BB,3,216
189,2019-01-31 21:02:29,RB,1,98
189,2019-01-31 21:06:05,BB,16,209
189,2019-01-31 21:12:36,BB,17,212
189,2019-01-31 21:18:24,RB,9,103
189,2019-01-31 21:20:46,BB,3,215
189,2019-01-31 21:25:59,BB,1,237
189,2019-01-31 21:32:24,BB,15,211
189,2019-01-31 21:41:49,RB,38,84
189,2019-01-31 21:51:48,BB,78,204
189,2019-01-31 21:58:27,RB,16,78
189,2019-01-31 22:05:59,RB,60,46
189,2019-01-31 22:14:27,RB,71,75
189,2019-01-31 22:16:51,BB,1,212
189,2019-01-31 22:22:04,BB,1,177
190,2019-01-31 10:23:20,RB,93,90
190,2019-01-31 12:46:13,RB,398,78
190,2019-01-31 13:48:55,BB,306,227
190,2019-01-31 14:01:00,BB,83,238
190,2019-01-31 15:25:03,BB,842,220
190,2019-01-31 15:46:18,BB,173,196
190,2019-01-31 15:52:25,BB,4,224
190,2019-01-31 15:58:50,BB,6,226
190,2019-01-31 16:07:33,BB,8,210
190,2019-01-31 16:14:28,BB,15,200
190,2019-01-31 16:20:23,BB,3,213
190,2019-01-31 16:26:48,RB,9,100
190,2019-01-31 16:46:45,RB,180,103
190,2019-01-31 16:49:39,RB,5,102
190,2019-01-31 17:33:22,RB,126,58
190,2019-01-31 17:35:35,BB,1,193
190,2019-01-31 17:41:02,RB,5,77
190,2019-01-31 17:43:36,BB,6,194
190,2019-01-31 17:49:37,RB,13,91
190,2019-01-31 17:53:43,BB,28,182
190,2019-01-31 17:59:17,BB,6,200
190,2019-01-31 18:04:42,BB,5,220
190,2019-01-31 18:15:16,BB,19,216
190,2019-01-31 18:20:32,RB,3,88
