no,timestamp,type,times,amount
185,2019-01-25 09:08:34,RB,108,106
185,2019-01-25 09:14:50,BB,60,194
185,2019-01-25 09:20:09,RB,1,110
185,2019-01-25 09:22:27,BB,4,215
185,2019-01-25 09:27:43,BB,2,247
185,2019-01-25 09:32:59,RB,1,114
185,2019-01-25 09:35:35,BB,7,213
185,2019-01-25 09:41:18,BB,1,184
185,2019-01-25 09:47:31,BB,14,219
185,2019-01-25 09:57:35,RB,73,92
185,2019-01-25 10:27:15,RB,360,78
185,2019-01-25 10:29:34,BB,3,207
185,2019-01-25 10:34:44,BB,1,200
185,2019-01-25 10:40:02,BB,3,216
185,2019-01-25 10:48:12,BB,15,220
185,2019-01-25 10:53:31,BB,1,190
185,2019-01-25 10:59:35,BB,13,209
185,2019-01-25 11:05:00,BB,2,201
185,2019-01-25 11:10:16,RB,2,113
185,2019-01-25 11:12:28,BB,1,219
185,2019-01-25 11:30:55,RB,154,86
185,2019-01-25 12:10:27,BB,480,203
185,2019-01-25 12:45:34,BB,380,209
185,2019-01-25 13:03:46,BB,156,218
185,2019-01-25 13:10:41,BB,26,201
185,2019-01-25 13:30:13,BB,161,236
185,2019-01-25 13:35:41,RB,4,88
185,2019-01-25 13:38:02,RB,3,94
185,2019-01-25 13:41:12,RB,15,100
185,2019-01-25 13:43:36,BB,1,183
185,2019-01-25 13:49:40,BB,14,232
185,2019-01-25 13:56:32,BB,24,227
185,2019-01-25 14:03:39,BB,30,221
185,2019-01-25 14:40:17,RB,177,83
185,2019-01-25 14:43:17,RB,12,89
185,2019-01-25 14:46:57,BB,20,200
185,2019-01-25 14:58:24,BB,92,196
185,2019-01-25 15:19:58,RB,188,73
185,2019-01-25 15:22:22,BB,3,199
185,2019-01-25 15:27:35,BB,1,189
185,2019-01-25 15:34:39,BB,2,209
185,2019-01-25 15:43:39,BB,1,191
185,2019-01-25 16:03:51,BB,218,209
185,2019-01-25 16:26:49,BB,207,231
185,2019-01-25 17:28:09,BB,695,205
185,2019-01-25 17:41:39,RB,79,88
185,2019-01-25 17:51:32,BB,111,219
185,2019-01-25 17:57:03,BB,7,219
185,2019-01-25 18:02:43,BB,9,245
185,2019-01-25 18:08:03,BB,1,195
185,2019-01-25 18:13:18,BB,3,215
185,2019-01-25 18:24:39,RB,87,92
185,2019-01-25 19:04:25,BB,401,207
185,2019-01-25 19:09:34,RB,2,95
185,2019-01-25 19:12:42,RB,15,104
185,2019-01-25 19:17:56,RB,45,105
185,2019-01-25 19:29:15,RB,133,81
185,2019-01-25 19:34:37,BB,47,213
185,2019-01-25 19:48:15,BB,125,221
185,2019-01-25 19:56:46,BB,1,229
