no,timestamp,type,times,amount
145,2019-01-18 11:40:02,BB,172,220
145,2019-01-18 13:01:29,BB,968,223
145,2019-01-18 13:08:03,BB,11,218
145,2019-01-18 13:13:46,BB,1,203
145,2019-01-18 13:20:56,RB,16,78
145,2019-01-18 13:24:00,BB,4,223
145,2019-01-18 13:29:45,BB,1,216
145,2019-01-18 13:47:51,BB,128,224
145,2019-01-18 14:11:49,BB,218,207
145,2019-01-18 14:19:17,BB,24,221
145,2019-01-18 14:30:49,RB,70,80
145,2019-01-18 14:36:38,RB,39,91
145,2019-01-18 15:14:15,BB,425,233
145,2019-01-18 15:30:42,RB,133,92
145,2019-01-18 16:28:23,BB,628,213
145,2019-01-18 16:44:29,BB,155,222
145,2019-01-18 16:50:45,BB,12,207
145,2019-01-18 16:56:27,BB,4,229
145,2019-01-18 17:01:49,BB,1,211
145,2019-01-18 17:08:08,BB,17,188
145,2019-01-18 17:13:18,BB,1,192
145,2019-01-18 17:18:28,BB,2,197
145,2019-01-18 17:23:32,BB,1,187
145,2019-01-18 17:28:41,BB,1,199
145,2019-01-18 17:33:45,BB,1,237
145,2019-01-18 17:44:14,RB,2,100
145,2019-01-18 17:47:56,RB,23,105
145,2019-01-18 17:50:33,BB,5,201
145,2019-01-18 17:56:27,RB,14,81
146,2019-01-18 13:43:24,BB,401,212
146,2019-01-18 15:46:50,BB,871,217
146,2019-01-18 15:52:00,BB,1,229
146,2019-01-18 15:57:25,BB,3,191
146,2019-01-18 16:03:38,BB,11,208
146,2019-01-18 16:13:45,BB,54,219
146,2019-01-18 16:19:43,RB,12,99
146,2019-01-18 16:23:35,BB,18,209
146,2019-01-18 17:13:27,BB,219,220
146,2019-01-18 17:19:13,BB,7,228
146,2019-01-18 17:24:59,BB,6,189
146,2019-01-18 17:43:26,BB,169,205
147,2019-01-18 13:30:49,RB,372,103
147,2019-01-18 14:13:37,RB,450,84
147,2019-01-18 14:16:17,BB,6,217
147,2019-01-18 14:22:18,BB,13,186
147,2019-01-18 14:28:36,BB,1,221
147,2019-01-18 14:41:05,BB,86,215
147,2019-01-18 14:48:08,BB,18,201
147,2019-01-18 15:49:27,BB,575,187
147,2019-01-18 16:19:10,RB,263,83
147,2019-01-18 16:22:43,BB,18,205
147,2019-01-18 16:29:53,BB,15,186
147,2019-01-18 16:36:12,BB,6,206
147,2019-01-18 16:43:31,BB,22,191
147,2019-01-18 16:49:53,BB,14,215
147,2019-01-18 16:57:06,BB,8,214
147,2019-01-18 17:03:25,BB,6,203
147,2019-01-18 17:09:59,BB,6,225
147,2019-01-18 17:28:05,BB,129,180
147,2019-01-18 17:50:27,RB,189,91
148,2019-01-18 09:35:00,BB,218,231
148,2019-01-18 09:40:57,RB,13,83
148,2019-01-18 09:43:58,BB,2,206
148,2019-01-18 09:51:32,BB,1,211
148,2019-01-18 09:56:57,BB,3,219
148,2019-01-18 10:04:52,BB,1,206
148,2019-01-18 10:11:44,RB,16,99
148,2019-01-18 10:14:02,BB,2,209
148,2019-01-18 10:56:13,BB,418,219
148,2019-01-18 11:01:43,BB,5,221
148,2019-01-18 11:07:53,RB,16,99
148,2019-01-18 11:10:36,BB,6,214
148,2019-01-18 11:16:06,BB,4,212
148,2019-01-18 11:22:25,BB,1,209
148,2019-01-18 11:28:04,BB,8,221
148,2019-01-18 11:37:46,BB,29,221
148,2019-01-18 11:43:00,BB,1,215
148,2019-01-18 11:49:03,RB,3,79
148,2019-01-18 11:53:55,RB,32,79
148,2019-01-18 12:00:02,BB,50,193
148,2019-01-18 12:48:48,RB,485,83
148,2019-01-18 12:52:49,BB,4,193
148,2019-01-18 12:58:44,BB,12,195
148,2019-01-18 13:21:14,BB,190,225
148,2019-01-18 13:26:57,BB,10,211
148,2019-01-18 13:34:22,BB,27,227
148,2019-01-18 13:39:32,BB,1,204
148,2019-01-18 13:54:28,BB,140,206
148,2019-01-18 14:00:08,BB,8,199
148,2019-01-18 14:05:21,BB,2,222
148,2019-01-18 14:10:55,BB,6,221
148,2019-01-18 14:16:29,BB,7,217
148,2019-01-18 14:24:21,RB,7,97
148,2019-01-18 14:27:03,RB,8,107
148,2019-01-18 15:14:54,BB,325,217
148,2019-01-18 15:20:10,BB,1,225
148,2019-01-18 15:26:08,BB,8,199
148,2019-01-18 15:38:40,BB,1,210
148,2019-01-18 15:46:29,BB,39,188
148,2019-01-18 15:52:12,RB,2,107
148,2019-01-18 16:19:01,BB,321,197
148,2019-01-18 16:24:20,RB,1,105
148,2019-01-18 16:30:45,RB,33,87
148,2019-01-18 16:36:30,RB,52,89
148,2019-01-18 16:41:22,RB,8,94
148,2019-01-18 17:36:37,BB,368,217
148,2019-01-18 17:46:05,BB,26,172
148,2019-01-18 17:53:45,RB,4,104
149,2019-01-18 12:02:35,RB,587,101
149,2019-01-18 12:24:33,BB,141,196
149,2019-01-18 12:37:10,RB,46,88
149,2019-01-18 13:00:38,RB,153,98
149,2019-01-18 13:03:38,BB,6,221
149,2019-01-18 13:08:42,BB,1,211
149,2019-01-18 13:16:22,BB,1,229
149,2019-01-18 13:21:47,RB,1,105
149,2019-01-18 13:24:12,BB,1,213
149,2019-01-18 13:39:29,RB,78,107
149,2019-01-18 14:10:28,BB,227,215
149,2019-01-18 14:15:59,BB,3,226
149,2019-01-18 14:21:21,BB,0,215
149,2019-01-18 14:27:15,RB,5,87
149,2019-01-18 14:48:08,BB,139,210
149,2019-01-18 14:55:48,BB,21,221
149,2019-01-18 15:01:22,BB,3,231
149,2019-01-18 15:06:41,BB,2,206
149,2019-01-18 15:11:57,BB,1,214
149,2019-01-18 15:18:22,BB,11,201
149,2019-01-18 15:24:11,BB,3,259
149,2019-01-18 15:29:51,BB,1,230
149,2019-01-18 15:36:19,BB,8,192
149,2019-01-18 15:42:38,BB,2,231
149,2019-01-18 15:48:02,BB,1,218
149,2019-01-18 15:56:19,BB,28,226
149,2019-01-18 16:01:37,BB,1,223
149,2019-01-18 16:13:36,RB,45,84
149,2019-01-18 16:17:19,BB,20,226
149,2019-01-18 16:22:34,RB,3,96
149,2019-01-18 16:24:50,BB,0,227
149,2019-01-18 16:36:15,RB,65,77
149,2019-01-18 16:52:24,BB,140,211
149,2019-01-18 17:44:17,BB,305,224
149,2019-01-18 17:49:29,BB,1,203
150,2019-01-18 11:54:49,RB,138,84
150,2019-01-18 11:57:23,BB,4,251
150,2019-01-18 12:02:56,BB,5,200
150,2019-01-18 12:10:22,BB,1,213
150,2019-01-18 12:16:19,BB,8,210
150,2019-01-18 12:22:41,BB,11,226
150,2019-01-18 12:28:18,BB,4,215
150,2019-01-18 12:33:46,RB,1,95
150,2019-01-18 12:36:31,RB,8,93
150,2019-01-18 12:39:05,BB,1,195
150,2019-01-18 12:44:33,BB,4,194
150,2019-01-18 12:51:40,BB,1,233
150,2019-01-18 12:57:19,BB,1,199
150,2019-01-18 13:03:05,BB,5,219
150,2019-01-18 13:09:36,BB,15,216
150,2019-01-18 13:16:28,BB,23,208
150,2019-01-18 13:28:39,RB,68,85
150,2019-01-18 13:31:01,BB,1,189
150,2019-01-18 13:38:50,RB,32,98
150,2019-01-18 13:41:20,BB,5,187
150,2019-01-18 13:46:54,BB,0,173
150,2019-01-18 13:52:10,BB,1,206
