no,timestamp,type,times,amount
145,2019-01-13 09:18:01,RB,112,101
145,2019-01-13 09:36:58,RB,153,101
145,2019-01-13 10:23:47,RB,407,89
145,2019-01-13 11:13:30,BB,390,177
145,2019-01-13 11:21:37,BB,36,243
145,2019-01-13 11:28:08,BB,14,164
145,2019-01-13 12:08:17,BB,329,211
145,2019-01-13 12:50:59,BB,270,222
145,2019-01-13 12:57:42,RB,20,88
145,2019-01-13 13:01:13,BB,12,200
145,2019-01-13 13:09:08,RB,32,88
145,2019-01-13 13:11:48,RB,1,90
145,2019-01-13 13:15:06,RB,8,81
145,2019-01-13 13:17:45,BB,1,200
145,2019-01-13 13:23:19,BB,1,229
145,2019-01-13 13:30:24,RB,1,99
145,2019-01-13 13:32:57,RB,2,89
145,2019-01-13 13:35:39,BB,5,214
145,2019-01-13 13:42:37,RB,16,97
145,2019-01-13 14:04:44,BB,193,217
145,2019-01-13 14:31:18,BB,211,153
145,2019-01-13 15:59:28,BB,598,230
145,2019-01-13 16:08:59,BB,47,220
145,2019-01-13 16:33:42,RB,155,89
145,2019-01-13 16:49:14,BB,89,175
145,2019-01-13 17:35:03,BB,211,217
145,2019-01-13 17:46:44,BB,58,199
145,2019-01-13 17:52:12,BB,5,225
145,2019-01-13 17:58:06,BB,4,213
145,2019-01-13 18:14:18,RB,103,93
145,2019-01-13 19:23:01,RB,764,89
145,2019-01-13 19:31:50,BB,95,206
145,2019-01-13 19:47:14,RB,149,105
145,2019-01-13 19:56:45,BB,99,204
145,2019-01-13 21:14:24,RB,255,78
145,2019-01-13 21:49:36,BB,425,225
145,2019-01-13 22:07:48,BB,181,227
146,2019-01-13 09:04:54,BB,18,217
146,2019-01-13 10:44:29,BB,1012,233
146,2019-01-13 12:34:03,RB,892,73
146,2019-01-13 12:36:21,BB,1,192
146,2019-01-13 12:50:02,BB,111,213
146,2019-01-13 13:01:43,RB,88,99
146,2019-01-13 14:40:46,BB,831,207
146,2019-01-13 14:55:24,RB,123,91
146,2019-01-13 14:57:46,RB,3,115
146,2019-01-13 15:00:01,BB,1,222
146,2019-01-13 15:07:17,BB,24,232
146,2019-01-13 15:12:36,RB,3,104
146,2019-01-13 15:15:39,BB,13,202
146,2019-01-13 15:21:43,BB,13,228
146,2019-01-13 15:27:14,RB,5,84
146,2019-01-13 15:29:38,BB,3,203
146,2019-01-13 15:34:51,RB,1,89
146,2019-01-13 15:37:27,BB,6,214
146,2019-01-13 15:43:10,BB,9,230
146,2019-01-13 15:48:20,RB,1,85
146,2019-01-13 15:51:12,BB,9,187
146,2019-01-13 15:56:57,BB,10,223
146,2019-01-13 16:02:28,BB,0,248
146,2019-01-13 16:09:53,RB,33,97
146,2019-01-13 16:15:12,BB,6,183
146,2019-01-13 16:21:07,RB,8,103
146,2019-01-13 16:26:38,BB,43,212
146,2019-01-13 16:39:16,BB,82,187
146,2019-01-13 16:44:43,BB,1,213
146,2019-01-13 17:02:31,BB,182,217
146,2019-01-13 17:07:41,BB,3,238
146,2019-01-13 17:14:51,BB,19,209
146,2019-01-13 17:30:11,RB,151,77
146,2019-01-13 17:32:30,BB,2,202
146,2019-01-13 17:48:59,BB,165,212
146,2019-01-13 17:54:06,BB,1,212
146,2019-01-13 18:00:28,BB,14,221
146,2019-01-13 18:05:47,BB,5,219
146,2019-01-13 18:12:51,RB,28,93
146,2019-01-13 18:15:03,BB,1,210
146,2019-01-13 18:20:46,BB,9,205
