no,timestamp,type,times,amount
145,2019-01-09 09:40:35,BB,237,210
145,2019-01-09 09:46:27,BB,6,210
145,2019-01-09 09:51:37,BB,0,210
145,2019-01-09 09:56:58,BB,2,210
145,2019-01-09 10:10:58,RB,41,90
145,2019-01-09 11:18:17,RB,448,90
145,2019-01-09 11:42:17,BB,136,210
145,2019-01-09 11:47:45,BB,1,210
145,2019-01-09 11:54:13,BB,7,210
145,2019-01-09 11:59:47,BB,3,210
145,2019-01-09 13:32:55,RB,324,90
145,2019-01-09 15:10:23,BB,610,210
145,2019-01-09 15:16:15,BB,2,210
145,2019-01-09 15:23:25,BB,3,210
145,2019-01-09 15:30:14,RB,3,90
145,2019-01-09 15:36:06,BB,32,210
145,2019-01-09 15:42:07,BB,2,210
145,2019-01-09 15:48:38,BB,1,210
145,2019-01-09 16:00:51,BB,67,210
145,2019-01-09 17:07:28,BB,300,210
145,2019-01-09 17:25:49,RB,164,90
146,2019-01-09 12:24:18,RB,490,90
146,2019-01-09 12:27:24,BB,4,210
146,2019-01-09 12:34:28,BB,3,210
146,2019-01-09 13:00:35,RB,96,90
146,2019-01-09 13:30:54,BB,76,210
147,2019-01-09 10:21:54,BB,134,210
147,2019-01-09 10:29:16,BB,28,210
147,2019-01-09 10:49:33,BB,180,210
147,2019-01-09 10:57:14,BB,34,210
147,2019-01-09 11:20:44,RB,110,90
147,2019-01-09 11:22:59,RB,1,90
147,2019-01-09 11:25:51,RB,10,90
147,2019-01-09 11:28:30,BB,6,210
147,2019-01-09 11:34:49,BB,17,210
147,2019-01-09 11:43:05,BB,17,210
147,2019-01-09 12:10:28,RB,303,90
147,2019-01-09 12:13:28,BB,11,210
147,2019-01-09 12:18:47,RB,2,90
147,2019-01-09 12:21:56,BB,14,210
147,2019-01-09 12:29:27,BB,0,210
147,2019-01-09 12:35:10,RB,10,90
147,2019-01-09 12:38:47,RB,19,90
147,2019-01-09 12:43:09,RB,30,90
147,2019-01-09 12:51:19,RB,82,90
147,2019-01-09 13:06:17,BB,135,210
147,2019-01-09 13:17:52,RB,75,90
147,2019-01-09 13:48:09,BB,180,210
147,2019-01-09 13:53:49,RB,2,90
147,2019-01-09 13:58:16,BB,20,210
147,2019-01-09 14:14:16,BB,95,210
147,2019-01-09 14:30:49,BB,109,210
147,2019-01-09 14:38:47,RB,21,90
147,2019-01-09 15:04:52,BB,217,210
147,2019-01-09 15:10:29,BB,3,210
147,2019-01-09 15:17:30,BB,17,210
147,2019-01-09 15:26:19,BB,12,210
147,2019-01-09 15:32:08,BB,5,210
147,2019-01-09 15:38:36,RB,13,90
147,2019-01-09 15:41:25,BB,5,210
147,2019-01-09 15:50:59,RB,37,90
147,2019-01-09 15:55:06,BB,24,210
147,2019-01-09 17:23:21,BB,575,210
148,2019-01-09 12:06:21,RB,350,90
148,2019-01-09 12:13:07,BB,58,210
148,2019-01-09 12:18:23,BB,3,210
148,2019-01-09 12:23:51,BB,4,210
148,2019-01-09 12:31:10,BB,32,210
148,2019-01-09 12:36:47,RB,7,90
148,2019-01-09 12:39:08,BB,2,210
148,2019-01-09 14:58:54,BB,296,210
148,2019-01-09 15:10:44,BB,76,210
148,2019-01-09 15:18:51,RB,42,90
148,2019-01-09 15:25:28,BB,62,210
148,2019-01-09 15:30:53,BB,1,210
148,2019-01-09 15:37:03,RB,14,90
148,2019-01-09 17:02:27,RB,267,90
148,2019-01-09 17:04:55,BB,5,210
148,2019-01-09 17:11:08,BB,2,210
148,2019-01-09 17:17:14,BB,15,210
148,2019-01-09 17:23:00,BB,2,210
149,2019-01-09 10:14:40,BB,37,210
149,2019-01-09 10:20:11,RB,7,90
149,2019-01-09 10:25:21,BB,44,210
149,2019-01-09 11:50:37,BB,272,210
149,2019-01-09 12:29:21,RB,110,90
149,2019-01-09 12:48:42,RB,49,90
149,2019-01-09 13:04:11,BB,153,210
149,2019-01-09 13:09:57,BB,3,210
149,2019-01-09 13:15:34,RB,3,90
149,2019-01-09 13:19:34,BB,23,210
149,2019-01-09 14:15:13,RB,140,90
149,2019-01-09 14:17:41,RB,3,90
149,2019-01-09 14:19:56,RB,1,90
149,2019-01-09 15:36:15,BB,357,210
149,2019-01-09 15:42:22,BB,0,210
149,2019-01-09 15:48:23,RB,2,90
149,2019-01-09 15:52:14,RB,19,90
149,2019-01-09 15:54:53,RB,3,90
149,2019-01-09 15:59:09,BB,21,210
149,2019-01-09 16:05:22,BB,2,210
149,2019-01-09 16:11:44,BB,1,210
149,2019-01-09 16:19:21,BB,17,210
149,2019-01-09 16:27:07,RB,20,90
149,2019-01-09 16:29:58,BB,1,210
149,2019-01-09 16:36:08,BB,5,210
149,2019-01-09 16:44:43,RB,29,90
149,2019-01-09 16:47:40,BB,0,210
150,2019-01-09 12:50:49,RB,153,90
150,2019-01-09 13:39:44,BB,204,210
150,2019-01-09 13:45:15,BB,2,210
150,2019-01-09 13:50:42,BB,1,210
150,2019-01-09 13:56:19,RB,1,90
150,2019-01-09 13:59:02,BB,3,210
150,2019-01-09 14:05:14,BB,12,210
150,2019-01-09 14:11:00,BB,2,210
150,2019-01-09 14:16:46,BB,1,210
150,2019-01-09 14:22:23,BB,1,210
150,2019-01-09 14:28:12,RB,9,90
150,2019-01-09 14:31:01,BB,6,210
150,2019-01-09 14:37:04,RB,9,90
150,2019-01-09 14:39:53,BB,8,210
150,2019-01-09 14:46:00,RB,7,90
150,2019-01-09 14:48:39,RB,4,90
150,2019-01-09 14:52:10,RB,15,90
150,2019-01-09 14:55:08,BB,7,210
150,2019-01-09 15:01:01,BB,2,210
150,2019-01-09 15:06:50,BB,1,210
150,2019-01-09 15:12:50,BB,10,210
150,2019-01-09 15:24:22,BB,27,210
150,2019-01-09 15:30:20,BB,2,210
150,2019-01-09 15:40:37,BB,28,210
151,2019-01-09 14:14:19,RB,512,90
151,2019-01-09 17:17:57,BB,601,210
151,2019-01-09 17:23:57,BB,12,210
152,2019-01-09 09:02:17,BB,8,210
152,2019-01-09 09:10:51,RB,31,90
152,2019-01-09 09:14:13,BB,16,210
152,2019-01-09 09:20:02,BB,1,210
152,2019-01-09 09:25:27,BB,1,210
152,2019-01-09 09:32:10,BB,21,210
152,2019-01-09 09:38:11,BB,8,210
152,2019-01-09 09:43:53,BB,4,210
152,2019-01-09 09:54:25,RB,27,90
152,2019-01-09 11:26:30,BB,252,210
152,2019-01-09 11:34:07,BB,16,210
152,2019-01-09 11:39:32,BB,3,210
152,2019-01-09 11:46:15,RB,14,90
152,2019-01-09 11:57:04,RB,95,90
152,2019-01-09 12:14:22,BB,87,210
152,2019-01-09 14:21:11,BB,468,210
152,2019-01-09 14:31:01,BB,50,210
152,2019-01-09 15:00:40,RB,201,90
152,2019-01-09 15:35:24,BB,283,210
152,2019-01-09 17:06:49,RB,999,90
152,2019-01-09 17:18:30,RB,134,90
153,2019-01-09 10:40:23,RB,346,90
153,2019-01-09 10:42:57,BB,3,210
153,2019-01-09 10:55:38,BB,63,210
153,2019-01-09 11:04:27,BB,41,210
153,2019-01-09 12:58:28,RB,431,90
153,2019-01-09 13:01:02,RB,5,90
153,2019-01-09 13:03:17,BB,1,210
153,2019-01-09 13:08:27,BB,4,210
153,2019-01-09 13:13:55,BB,7,210
153,2019-01-09 13:19:04,BB,2,210
153,2019-01-09 13:24:29,RB,8,90
153,2019-01-09 17:09:58,BB,296,210
153,2019-01-09 17:18:18,BB,42,210
153,2019-01-09 17:24:03,RB,5,90
154,2019-01-09 10:10:25,BB,13,210
154,2019-01-09 10:16:47,BB,8,210
154,2019-01-09 10:25:06,BB,32,210
154,2019-01-09 10:30:43,BB,2,210
154,2019-01-09 10:36:11,BB,1,210
154,2019-01-09 10:41:29,BB,1,210
154,2019-01-09 10:47:21,RB,6,90
154,2019-01-09 10:50:04,RB,2,90
154,2019-01-09 10:53:10,BB,5,210
154,2019-01-09 10:58:35,BB,1,210
154,2019-01-09 11:04:39,BB,5,210
154,2019-01-09 11:10:06,BB,1,210
154,2019-01-09 11:15:43,BB,1,210
154,2019-01-09 11:21:47,BB,7,210
154,2019-01-09 11:27:57,BB,9,210
154,2019-01-09 11:34:01,BB,6,210
154,2019-01-09 11:42:41,BB,38,210
154,2019-01-09 11:59:14,RB,107,90
154,2019-01-09 12:02:29,BB,7,210
154,2019-01-09 12:08:48,BB,9,210
154,2019-01-09 12:16:50,BB,29,210
154,2019-01-09 12:51:13,RB,348,90
154,2019-01-09 13:19:07,BB,301,210
154,2019-01-09 13:30:30,RB,70,90
154,2019-01-09 13:38:28,BB,66,210
154,2019-01-09 13:43:56,BB,1,210
154,2019-01-09 13:49:48,BB,1,210
154,2019-01-09 13:57:10,RB,11,90
154,2019-01-09 14:00:38,RB,6,90
154,2019-01-09 14:04:38,RB,10,90
154,2019-01-09 14:07:39,BB,2,210
154,2019-01-09 14:13:16,BB,1,210
154,2019-01-09 14:19:26,RB,4,90
154,2019-01-09 14:23:56,RB,15,90
154,2019-01-09 14:27:24,BB,3,210
154,2019-01-09 14:33:55,BB,5,210
154,2019-01-09 14:40:20,BB,8,210
154,2019-01-09 14:55:50,RB,99,90
154,2019-01-09 15:02:46,BB,50,210
154,2019-01-09 15:45:28,RB,432,90
154,2019-01-09 16:00:57,BB,158,210
154,2019-01-09 17:03:36,BB,702,210
154,2019-01-09 17:09:16,RB,4,90
154,2019-01-09 17:12:17,BB,8,210
154,2019-01-09 17:22:03,BB,56,210
155,2019-01-09 13:13:39,BB,393,210
155,2019-01-09 14:31:04,BB,288,210
155,2019-01-09 14:55:38,BB,261,210
155,2019-01-09 15:01:34,BB,1,210
155,2019-01-09 15:07:05,BB,3,210
155,2019-01-09 15:12:23,BB,2,210
155,2019-01-09 15:18:36,BB,1,210
155,2019-01-09 15:25:16,RB,19,90
155,2019-01-09 15:27:38,BB,2,210
155,2019-01-09 15:33:23,RB,6,90
155,2019-01-09 15:36:03,BB,5,210
155,2019-01-09 15:45:01,BB,1,210
155,2019-01-09 15:51:11,BB,10,210
155,2019-01-09 15:57:09,BB,0,210
156,2019-01-09 14:53:40,RB,171,90
156,2019-01-09 14:58:18,BB,1,210
156,2019-01-09 15:04:13,BB,4,210
157,2019-01-09 11:34:34,BB,102,210
157,2019-01-09 11:40:14,RB,6,90
157,2019-01-09 11:42:41,BB,4,210
157,2019-01-09 11:50:00,BB,22,210
157,2019-01-09 11:55:52,RB,2,90
157,2019-01-09 11:59:29,BB,10,210
157,2019-01-09 12:04:39,BB,1,210
157,2019-01-09 12:10:43,RB,9,90
157,2019-01-09 12:13:43,BB,4,210
157,2019-01-09 12:20:02,BB,8,210
157,2019-01-09 12:26:03,RB,6,90
157,2019-01-09 12:28:39,RB,5,90
157,2019-01-09 12:31:10,RB,4,90
157,2019-01-09 12:36:11,BB,38,210
157,2019-01-09 14:09:00,BB,132,210
157,2019-01-09 14:14:58,BB,7,210
157,2019-01-09 14:24:11,BB,11,210
157,2019-01-09 14:29:54,BB,4,210
157,2019-01-09 14:53:46,BB,242,210
157,2019-01-09 15:02:43,RB,44,90
157,2019-01-09 15:05:55,BB,14,210
157,2019-01-09 15:11:41,BB,1,210
157,2019-01-09 15:17:39,RB,2,90
157,2019-01-09 15:20:10,BB,1,210
157,2019-01-09 15:26:04,BB,5,210
157,2019-01-09 15:32:08,BB,8,210
157,2019-01-09 15:43:01,BB,72,210
157,2019-01-09 15:53:50,RB,49,90
157,2019-01-09 15:56:24,BB,4,210
157,2019-01-09 16:02:13,BB,7,210
157,2019-01-09 16:09:41,BB,27,210
157,2019-01-09 16:15:05,BB,0,210
157,2019-01-09 16:20:45,BB,5,210
157,2019-01-09 16:26:22,BB,1,210
157,2019-01-09 16:35:53,BB,18,210
157,2019-01-09 17:00:39,BB,210,210
157,2019-01-09 17:06:28,BB,6,210
157,2019-01-09 17:12:17,BB,3,210
157,2019-01-09 17:24:18,BB,31,210
159,2019-01-09 12:17:44,RB,119,90
159,2019-01-09 12:20:23,RB,6,90
159,2019-01-09 12:23:18,BB,2,210
159,2019-01-09 12:35:37,BB,103,210
159,2019-01-09 12:40:56,BB,1,210
159,2019-01-09 12:46:09,BB,4,210
159,2019-01-09 12:51:16,BB,0,210
159,2019-01-09 12:56:45,BB,7,210
159,2019-01-09 13:02:14,BB,5,210
159,2019-01-09 13:11:00,BB,45,210
159,2019-01-09 13:17:49,BB,24,210
159,2019-01-09 13:22:56,BB,1,210
159,2019-01-09 13:39:50,RB,171,90
159,2019-01-09 13:44:02,BB,7,210
159,2019-01-09 13:50:21,BB,3,210
159,2019-01-09 13:55:37,BB,3,210
159,2019-01-09 14:02:50,BB,15,210
159,2019-01-09 14:13:43,BB,1,210
159,2019-01-09 14:18:53,BB,1,210
159,2019-01-09 14:24:05,BB,3,210
159,2019-01-09 14:29:24,BB,4,210
159,2019-01-09 14:34:43,BB,4,210
159,2019-01-09 14:39:56,RB,1,90
159,2019-01-09 14:42:08,BB,1,210
159,2019-01-09 14:47:12,BB,1,210
159,2019-01-09 14:52:13,BB,1,210
159,2019-01-09 14:57:18,BB,1,210
159,2019-01-09 15:02:31,BB,3,210
159,2019-01-09 15:07:38,BB,2,210
159,2019-01-09 15:12:41,BB,0,210
159,2019-01-09 15:18:30,BB,5,210
159,2019-01-09 15:23:46,RB,3,90
159,2019-01-09 15:28:20,BB,34,210
159,2019-01-09 15:55:21,RB,286,90
159,2019-01-09 16:20:39,RB,228,90
161,2019-01-09 12:10:13,RB,15,90
161,2019-01-09 12:15:04,BB,32,210
161,2019-01-09 12:33:46,RB,77,90
161,2019-01-09 12:38:20,BB,23,210
161,2019-01-09 12:55:17,BB,122,210
161,2019-01-09 14:06:45,BB,369,210
161,2019-01-09 14:13:25,BB,1,210
161,2019-01-09 14:36:52,BB,235,210
161,2019-01-09 15:19:39,BB,444,210
161,2019-01-09 15:25:07,BB,5,210
161,2019-01-09 15:31:35,BB,7,210
161,2019-01-09 15:38:36,BB,13,210
161,2019-01-09 15:44:16,BB,2,210
161,2019-01-09 15:55:21,BB,55,210
161,2019-01-09 16:01:51,BB,19,210
161,2019-01-09 16:35:44,RB,359,90
