no,timestamp,type,times,amount
185,2019-02-01 11:41:01,RB,416,95
185,2019-02-01 11:56:25,BB,108,231
185,2019-02-01 12:13:48,RB,112,88
185,2019-02-01 12:18:13,BB,20,213
185,2019-02-01 12:25:14,BB,9,212
185,2019-02-01 12:32:39,RB,6,92
185,2019-02-01 12:35:54,BB,7,228
185,2019-02-01 12:43:26,BB,1,215
185,2019-02-01 12:49:47,RB,2,94
185,2019-02-01 12:52:59,BB,0,198
185,2019-02-01 13:03:54,RB,15,90
185,2019-02-01 13:08:01,BB,1,228
185,2019-02-01 13:14:59,BB,7,196
185,2019-02-01 13:22:21,RB,4,110
185,2019-02-01 13:26:40,BB,17,215
185,2019-02-01 15:17:34,RB,166,94
186,2019-02-01 09:05:06,BB,30,196
186,2019-02-01 10:09:03,BB,690,200
186,2019-02-01 12:13:48,RB,716,93
186,2019-02-01 12:16:33,RB,6,75
186,2019-02-01 12:19:01,BB,2,178
186,2019-02-01 12:24:35,BB,1,208
186,2019-02-01 12:30:06,BB,2,213
186,2019-02-01 12:39:46,RB,55,99
186,2019-02-01 12:53:41,BB,151,218
186,2019-02-01 13:57:26,BB,324,239
186,2019-02-01 14:05:30,BB,40,213
186,2019-02-01 14:11:34,BB,1,221
186,2019-02-01 14:16:44,BB,2,223
186,2019-02-01 14:22:42,BB,7,188
186,2019-02-01 14:28:46,BB,1,219
186,2019-02-01 14:34:32,BB,7,179
186,2019-02-01 14:42:30,BB,32,197
186,2019-02-01 14:48:31,BB,5,210
186,2019-02-01 15:01:17,BB,100,222
186,2019-02-01 15:10:21,BB,34,193
186,2019-02-01 15:23:07,BB,102,205
186,2019-02-01 17:05:17,RB,411,95
186,2019-02-01 18:53:29,BB,252,206
186,2019-02-01 19:03:06,RB,7,90
186,2019-02-01 20:01:15,RB,429,77
186,2019-02-01 20:11:23,BB,72,204
186,2019-02-01 20:39:34,BB,215,213
186,2019-02-01 20:46:11,RB,7,89
186,2019-02-01 21:00:43,BB,103,224
186,2019-02-01 21:07:11,BB,4,213
186,2019-02-01 21:13:51,BB,6,201
186,2019-02-01 21:20:49,BB,1,243
186,2019-02-01 21:29:08,RB,28,93
186,2019-02-01 21:33:51,BB,3,231
186,2019-02-01 21:39:28,BB,3,208
186,2019-02-01 21:47:05,BB,13,223
186,2019-02-01 21:53:06,BB,3,237
186,2019-02-01 21:59:19,BB,1,213
186,2019-02-01 22:05:38,BB,1,219
186,2019-02-01 22:14:36,RB,28,81
187,2019-02-01 13:36:08,BB,286,189
187,2019-02-01 14:54:01,BB,443,204
187,2019-02-01 15:02:26,BB,40,187
187,2019-02-01 15:07:42,BB,1,213
187,2019-02-01 15:16:40,BB,26,183
187,2019-02-01 15:30:39,BB,119,201
187,2019-02-01 15:37:40,BB,1,206
187,2019-02-01 15:43:35,BB,1,215
187,2019-02-01 15:57:28,BB,119,199
188,2019-02-01 13:41:18,RB,143,89
188,2019-02-01 13:53:02,RB,95,94
188,2019-02-01 14:02:48,RB,104,99
188,2019-02-01 14:06:25,RB,19,82
188,2019-02-01 14:16:53,RB,115,82
