no,timestamp,type,times,amount
145,2019-01-29 09:16:44,BB,82,186
145,2019-01-29 09:34:14,BB,168,232
145,2019-01-29 09:40:45,RB,5,96
145,2019-01-29 09:43:51,RB,8,91
145,2019-01-29 09:46:09,BB,1,218
145,2019-01-29 09:52:07,BB,8,223
145,2019-01-29 11:04:06,RB,423,85
145,2019-01-29 11:10:04,BB,54,217
145,2019-01-29 11:15:29,BB,7,209
145,2019-01-29 11:23:21,BB,9,201
145,2019-01-29 11:45:34,BB,233,222
145,2019-01-29 13:14:04,BB,301,228
145,2019-01-29 13:23:09,BB,1,207
145,2019-01-29 13:30:13,BB,6,211
145,2019-01-29 13:37:14,BB,5,233
145,2019-01-29 13:46:12,BB,25,233
145,2019-01-29 13:58:41,BB,4,227
145,2019-01-29 14:06:10,BB,7,240
145,2019-01-29 14:12:30,BB,1,179
145,2019-01-29 14:19:37,BB,3,216
145,2019-01-29 14:34:49,RB,87,89
145,2019-01-29 15:23:17,RB,229,79
145,2019-01-29 16:34:15,BB,762,220
145,2019-01-29 16:52:32,RB,146,85
145,2019-01-29 16:54:51,BB,2,215
145,2019-01-29 17:05:03,BB,65,204
146,2019-01-29 16:10:18,RB,422,81
147,2019-01-29 09:32:43,RB,45,87
147,2019-01-29 09:35:17,BB,2,217
147,2019-01-29 09:41:21,BB,11,235
147,2019-01-29 09:47:55,BB,1,225
147,2019-01-29 09:55:11,BB,27,176
147,2019-01-29 10:01:54,RB,7,101
147,2019-01-29 10:04:33,RB,8,107
147,2019-01-29 10:12:16,RB,64,85
147,2019-01-29 10:17:50,RB,45,80
147,2019-01-29 10:54:11,BB,211,217
147,2019-01-29 10:59:17,BB,1,192
147,2019-01-29 11:09:49,RB,79,102
147,2019-01-29 11:12:50,BB,13,183
147,2019-01-29 11:22:09,BB,61,191
147,2019-01-29 11:28:13,BB,16,226
147,2019-01-29 11:35:05,BB,28,215
147,2019-01-29 11:59:24,BB,271,223
147,2019-01-29 13:06:09,BB,742,210
147,2019-01-29 13:11:49,RB,4,74
147,2019-01-29 13:14:49,BB,10,219
147,2019-01-29 13:25:15,BB,6,196
147,2019-01-29 13:40:35,BB,127,240
147,2019-01-29 14:34:22,BB,249,232
147,2019-01-29 15:47:38,RB,519,119
147,2019-01-29 16:09:27,RB,105,95
147,2019-01-29 16:24:47,RB,46,89
147,2019-01-29 16:30:00,BB,42,211
147,2019-01-29 16:35:34,RB,2,98
147,2019-01-29 16:38:01,BB,1,222
147,2019-01-29 16:43:47,BB,0,229
147,2019-01-29 16:49:33,BB,4,204
147,2019-01-29 17:16:11,RB,231,99
148,2019-01-29 09:13:20,BB,142,195
148,2019-01-29 09:44:33,BB,322,211
148,2019-01-29 09:50:13,RB,6,83
148,2019-01-29 09:55:32,BB,43,205
148,2019-01-29 10:08:31,BB,97,212
148,2019-01-29 10:45:57,BB,403,223
148,2019-01-29 13:22:30,RB,1024,84
148,2019-01-29 13:45:24,RB,116,99
148,2019-01-29 14:20:31,BB,231,215
148,2019-01-29 14:26:11,BB,1,208
148,2019-01-29 14:31:45,BB,4,236
148,2019-01-29 14:38:49,BB,12,214
148,2019-01-29 14:44:38,RB,7,81
148,2019-01-29 14:47:08,RB,3,89
148,2019-01-29 14:49:54,BB,5,194
148,2019-01-29 14:55:37,BB,5,222
148,2019-01-29 15:01:10,BB,1,227
148,2019-01-29 15:06:35,BB,2,198
148,2019-01-29 15:12:33,BB,2,238
148,2019-01-29 15:19:55,BB,24,234
148,2019-01-29 15:25:44,BB,7,187
148,2019-01-29 15:31:57,BB,14,199
148,2019-01-29 15:37:43,RB,5,100
148,2019-01-29 15:40:28,RB,6,101
149,2019-01-29 09:35:38,BB,318,195
149,2019-01-29 10:38:38,BB,394,201
149,2019-01-29 10:44:06,BB,2,215
149,2019-01-29 10:50:46,BB,24,231
149,2019-01-29 11:02:45,RB,61,89
149,2019-01-29 11:22:18,RB,244,95
149,2019-01-29 11:25:33,BB,15,224
149,2019-01-29 11:31:01,BB,6,221
149,2019-01-29 11:36:20,RB,3,83
149,2019-01-29 11:38:56,BB,6,213
149,2019-01-29 11:44:33,BB,6,215
149,2019-01-29 11:59:51,BB,135,183
149,2019-01-29 13:01:57,BB,428,213
149,2019-01-29 13:14:04,BB,5,239
149,2019-01-29 13:19:29,RB,5,94
149,2019-01-29 13:25:36,RB,55,94
149,2019-01-29 13:28:15,RB,6,101
149,2019-01-29 13:32:01,BB,24,191
149,2019-01-29 13:37:20,BB,5,217
149,2019-01-29 13:42:44,BB,6,195
149,2019-01-29 13:53:46,BB,2,224
149,2019-01-29 13:59:26,RB,8,89
149,2019-01-29 14:01:56,BB,6,208
149,2019-01-29 14:11:24,BB,64,209
149,2019-01-29 15:37:49,BB,116,218
149,2019-01-29 15:44:02,RB,17,97
149,2019-01-29 15:46:47,BB,9,217
149,2019-01-29 15:53:42,BB,25,207
149,2019-01-29 15:59:40,BB,4,229
149,2019-01-29 16:17:10,BB,177,233
149,2019-01-29 16:24:50,BB,31,241
149,2019-01-29 16:30:18,RB,7,71
149,2019-01-29 16:32:36,RB,3,85
149,2019-01-29 16:34:58,RB,3,103
149,2019-01-29 16:37:10,BB,1,226
149,2019-01-29 16:47:17,BB,13,239
149,2019-01-29 16:52:20,BB,0,191
149,2019-01-29 16:58:11,RB,13,95
149,2019-01-29 17:00:54,BB,8,203
149,2019-01-29 17:06:25,BB,8,213
149,2019-01-29 17:20:30,BB,111,213
150,2019-01-29 10:19:32,BB,90,187
150,2019-01-29 10:24:45,BB,2,194
150,2019-01-29 10:48:49,BB,264,208
150,2019-01-29 10:54:11,RB,5,100
150,2019-01-29 10:56:29,BB,1,221
150,2019-01-29 11:02:24,BB,12,229
150,2019-01-29 11:07:37,BB,2,202
150,2019-01-29 11:12:59,BB,3,223
150,2019-01-29 11:18:44,RB,10,91
150,2019-01-29 11:22:54,BB,28,216
150,2019-01-29 11:28:52,BB,12,207
150,2019-01-29 11:33:56,BB,1,202
150,2019-01-29 11:41:30,BB,23,214
150,2019-01-29 11:57:11,BB,149,215
150,2019-01-29 12:02:36,BB,6,235
150,2019-01-29 12:08:22,BB,10,222
150,2019-01-29 12:13:26,BB,1,222
150,2019-01-29 12:40:05,BB,270,196
150,2019-01-29 13:12:37,BB,386,199
150,2019-01-29 13:18:02,RB,4,103
150,2019-01-29 13:20:44,BB,7,191
150,2019-01-29 13:26:09,RB,5,88
150,2019-01-29 13:28:36,RB,4,103
150,2019-01-29 13:33:04,RB,34,83
150,2019-01-29 13:35:40,BB,5,233
150,2019-01-29 13:40:53,BB,2,220
150,2019-01-29 13:45:57,BB,1,192
150,2019-01-29 13:51:52,BB,12,223
150,2019-01-29 13:57:35,RB,10,100
150,2019-01-29 14:01:50,BB,30,214
150,2019-01-29 14:09:24,BB,1,207
150,2019-01-29 14:14:27,BB,1,207
150,2019-01-29 14:19:37,BB,2,217
150,2019-01-29 14:25:02,RB,6,82
150,2019-01-29 14:28:08,BB,14,199
150,2019-01-29 14:33:57,BB,12,194
150,2019-01-29 14:39:01,BB,1,219
150,2019-01-29 14:44:05,BB,1,208
150,2019-01-29 14:49:45,RB,9,70
150,2019-01-29 14:52:00,BB,2,208
150,2019-01-29 14:57:28,BB,6,198
150,2019-01-29 15:04:26,BB,29,216
150,2019-01-29 15:11:15,BB,5,198
150,2019-01-29 15:16:46,RB,6,107
150,2019-01-29 15:18:55,BB,1,220
150,2019-01-29 15:24:08,BB,3,217
150,2019-01-29 15:31:21,RB,32,91
150,2019-01-29 15:39:25,BB,87,192
150,2019-01-29 15:48:17,BB,57,220
150,2019-01-29 16:14:30,BB,123,192
150,2019-01-29 16:20:34,RB,16,95
150,2019-01-29 17:15:14,BB,275,222
150,2019-01-29 17:21:24,BB,15,212
150,2019-01-29 17:26:50,BB,1,224
150,2019-01-29 17:36:59,BB,60,222
150,2019-01-29 17:47:03,BB,65,217
151,2019-01-29 09:21:06,BB,42,195
151,2019-01-29 09:40:42,RB,157,72
151,2019-01-29 09:43:03,BB,1,203
151,2019-01-29 09:48:22,BB,1,215
151,2019-01-29 09:55:53,BB,29,191
151,2019-01-29 10:01:12,BB,3,188
151,2019-01-29 10:06:42,BB,4,230
151,2019-01-29 10:12:13,BB,2,196
151,2019-01-29 10:20:12,BB,32,191
151,2019-01-29 10:35:56,BB,121,229
151,2019-01-29 10:42:12,BB,11,201
151,2019-01-29 11:01:45,BB,121,190
151,2019-01-29 12:00:15,BB,298,207
151,2019-01-29 12:18:33,BB,120,190
151,2019-01-29 12:31:13,BB,7,240
151,2019-01-29 12:38:26,BB,5,210
151,2019-01-29 12:46:00,BB,10,195
151,2019-01-29 12:52:31,RB,2,87
151,2019-01-29 12:55:50,BB,7,251
151,2019-01-29 13:03:51,BB,21,207
151,2019-01-29 13:11:25,BB,8,205
151,2019-01-29 13:17:44,RB,2,89
151,2019-01-29 13:21:44,RB,11,77
151,2019-01-29 13:29:27,RB,4,84
151,2019-01-29 13:33:13,BB,12,211
151,2019-01-29 13:39:47,BB,2,223
151,2019-01-29 13:48:33,BB,24,220
151,2019-01-29 13:57:38,BB,32,224
151,2019-01-29 15:36:25,BB,223,217
151,2019-01-29 15:45:35,BB,51,214
151,2019-01-29 16:23:05,BB,386,209
151,2019-01-29 16:47:05,RB,241,93
151,2019-01-29 16:50:28,BB,17,231
152,2019-01-29 09:42:15,BB,203,208
152,2019-01-29 09:59:02,BB,109,199
152,2019-01-29 10:08:52,RB,40,87
152,2019-01-29 11:17:02,BB,540,207
152,2019-01-29 11:28:25,RB,33,91
152,2019-01-29 11:31:31,BB,9,224
152,2019-01-29 11:37:47,RB,3,95
152,2019-01-29 11:42:51,RB,28,103
152,2019-01-29 11:46:37,BB,1,188
152,2019-01-29 12:43:48,BB,286,200
152,2019-01-29 14:53:30,BB,440,199
152,2019-01-29 15:48:02,RB,377,97
152,2019-01-29 15:57:16,RB,79,97
152,2019-01-29 16:01:05,BB,18,203
152,2019-01-29 16:06:23,BB,2,185
152,2019-01-29 16:27:14,RB,179,89
153,2019-01-29 09:04:45,RB,25,88
153,2019-01-29 09:21:33,BB,189,226
153,2019-01-29 11:05:36,RB,256,88
153,2019-01-29 11:43:03,BB,225,203
153,2019-01-29 11:49:40,RB,22,87
153,2019-01-29 14:08:02,BB,395,219
153,2019-01-29 14:13:54,BB,7,221
