no,timestamp,type,times,amount
145,2019-02-01 09:48:37,RB,424,76
145,2019-02-01 10:17:44,BB,273,203
145,2019-02-01 10:35:01,RB,141,95
145,2019-02-01 10:37:56,BB,10,203
145,2019-02-01 10:58:53,BB,170,200
145,2019-02-01 11:05:15,BB,18,223
145,2019-02-01 11:10:52,BB,6,219
145,2019-02-01 11:18:05,BB,1,214
145,2019-02-01 11:23:32,BB,2,168
145,2019-02-01 11:41:26,BB,140,221
145,2019-02-01 12:51:18,BB,681,200
145,2019-02-01 13:04:09,RB,94,107
145,2019-02-01 13:09:22,BB,2,215
145,2019-02-01 13:15:26,BB,12,217
145,2019-02-01 13:20:41,BB,1,193
145,2019-02-01 13:46:12,RB,234,93
145,2019-02-01 13:54:48,BB,78,210
145,2019-02-01 14:12:27,BB,152,183
145,2019-02-01 14:42:37,BB,256,199
145,2019-02-01 15:25:53,BB,369,222
145,2019-02-01 15:53:54,BB,233,204
145,2019-02-01 17:28:07,BB,430,221
145,2019-02-01 17:33:29,RB,5,88
145,2019-02-01 17:36:08,RB,6,87
145,2019-02-01 17:38:24,BB,1,219
145,2019-02-01 17:45:06,BB,2,227
145,2019-02-01 19:21:45,BB,310,214
145,2019-02-01 19:27:43,BB,10,219
145,2019-02-01 19:32:58,BB,2,224
145,2019-02-01 19:38:05,BB,1,201
145,2019-02-01 20:22:14,BB,258,204
145,2019-02-01 21:56:38,RB,292,74
145,2019-02-01 22:15:02,RB,214,101
145,2019-02-01 22:35:44,BB,214,222
145,2019-02-01 23:09:16,RB,107,109
146,2019-02-01 10:58:56,RB,467,111
146,2019-02-01 11:01:41,BB,9,222
146,2019-02-01 11:06:51,BB,0,214
146,2019-02-01 11:31:22,BB,219,177
146,2019-02-01 12:10:39,BB,205,197
146,2019-02-01 13:12:37,BB,272,211
146,2019-02-01 14:02:28,RB,149,99
146,2019-02-01 15:46:47,RB,443,97
146,2019-02-01 15:49:02,BB,1,231
146,2019-02-01 16:27:38,BB,220,239
146,2019-02-01 16:42:13,BB,135,229
146,2019-02-01 16:53:32,BB,89,202
146,2019-02-01 17:00:42,BB,31,209
146,2019-02-01 17:05:52,RB,3,107
146,2019-02-01 17:08:07,BB,1,203
146,2019-02-01 17:13:29,RB,4,73
146,2019-02-01 20:04:21,RB,373,89
146,2019-02-01 20:10:30,RB,54,104
146,2019-02-01 20:38:55,RB,191,111
146,2019-02-01 21:05:14,RB,288,100
146,2019-02-01 21:08:11,BB,11,213
146,2019-02-01 21:13:18,RB,2,111
146,2019-02-01 21:15:46,BB,5,210
146,2019-02-01 21:21:26,RB,5,99
146,2019-02-01 21:24:20,RB,11,83
146,2019-02-01 21:27:35,BB,16,205
146,2019-02-01 21:32:47,BB,1,222
146,2019-02-01 21:39:23,BB,23,167
146,2019-02-01 22:04:42,BB,181,217
147,2019-02-01 11:38:38,BB,202,247
147,2019-02-01 11:44:32,RB,9,89
147,2019-02-01 11:48:18,BB,22,238
147,2019-02-01 13:48:24,BB,426,211
147,2019-02-01 13:55:12,BB,12,220
147,2019-02-01 14:02:31,RB,18,83
147,2019-02-01 14:04:55,BB,1,196
147,2019-02-01 14:12:15,BB,1,174
147,2019-02-01 14:18:34,BB,1,226
147,2019-02-01 14:27:56,BB,37,206
147,2019-02-01 14:35:57,BB,1,213
147,2019-02-01 14:42:40,BB,7,193
147,2019-02-01 14:57:39,RB,86,78
147,2019-02-01 15:47:02,RB,171,97
147,2019-02-01 15:51:26,RB,30,105
147,2019-02-01 15:53:45,BB,1,226
147,2019-02-01 16:12:45,RB,171,111
147,2019-02-01 16:19:28,BB,56,195
147,2019-02-01 16:26:32,BB,27,216
147,2019-02-01 16:31:59,BB,7,202
147,2019-02-01 16:38:36,RB,15,111
147,2019-02-01 16:47:33,RB,85,97
147,2019-02-01 16:49:52,BB,1,187
147,2019-02-01 16:56:35,BB,25,232
147,2019-02-01 17:02:24,BB,11,232
147,2019-02-01 17:07:46,RB,4,85
147,2019-02-01 17:10:10,BB,3,174
147,2019-02-01 17:17:41,BB,32,225
147,2019-02-01 17:33:56,BB,132,196
147,2019-02-01 17:40:09,BB,16,240
147,2019-02-01 18:30:13,BB,392,193
147,2019-02-01 18:37:23,BB,30,236
147,2019-02-01 18:59:17,BB,218,192
147,2019-02-01 19:04:36,BB,5,233
147,2019-02-01 19:09:49,RB,5,81
147,2019-02-01 19:12:04,BB,1,225
147,2019-02-01 19:17:11,RB,2,111
147,2019-02-01 19:19:23,BB,1,215
147,2019-02-01 19:24:42,BB,5,191
147,2019-02-01 19:40:17,RB,126,95
147,2019-02-01 19:57:32,BB,165,213
147,2019-02-01 20:14:22,BB,154,213
147,2019-02-01 20:20:08,BB,12,203
147,2019-02-01 20:26:03,BB,13,193
147,2019-02-01 20:32:30,BB,2,213
147,2019-02-01 20:38:01,RB,7,111
147,2019-02-01 20:40:16,RB,2,107
147,2019-02-01 20:42:35,BB,3,213
147,2019-02-01 20:48:33,BB,12,213
147,2019-02-01 20:53:36,BB,1,210
147,2019-02-01 20:59:13,BB,9,216
147,2019-02-01 21:05:38,BB,4,177
147,2019-02-01 21:10:54,BB,1,203
147,2019-02-01 21:16:04,BB,0,199
147,2019-02-01 21:21:05,BB,2,228
147,2019-02-01 22:11:01,BB,275,192
147,2019-02-01 22:17:02,BB,12,210
147,2019-02-01 22:22:15,BB,1,207
148,2019-02-01 15:02:10,RB,572,89
148,2019-02-01 15:05:50,RB,21,90
148,2019-02-01 15:13:06,BB,72,200
148,2019-02-01 15:18:27,BB,2,197
148,2019-02-01 15:24:13,BB,8,198
148,2019-02-01 15:30:41,RB,19,101
148,2019-02-01 15:33:03,BB,2,186
148,2019-02-01 15:44:40,RB,91,77
148,2019-02-01 15:50:14,BB,48,212
148,2019-02-01 16:46:48,RB,434,97
148,2019-02-01 16:57:53,RB,119,92
148,2019-02-01 17:00:54,BB,12,224
148,2019-02-01 17:07:22,RB,3,83
148,2019-02-01 17:15:53,RB,88,96
148,2019-02-01 19:49:07,RB,759,83
148,2019-02-01 19:52:04,BB,5,218
148,2019-02-01 19:59:14,RB,18,67
148,2019-02-01 20:04:00,RB,29,65
148,2019-02-01 20:39:49,BB,306,212
148,2019-02-01 21:06:47,BB,190,193
148,2019-02-01 21:12:12,BB,3,159
148,2019-02-01 21:17:55,RB,10,69
